veri,sehir,secmen,oy,gecerli_oy,sira,parti,alinan_bel,aday,oran,oy_2019,oran_2019,ilce
belediye başkanlığı alınan ilçeler,AKSARAY BELEDİYESİ,,42.769,,1.0,AK PARTI,4,,,,,
belediye başkanlığı alınan ilçeler,AKSARAY BELEDİYESİ,,33.331,,2.0,MHP,3,,,,,
belediye başkanlığı alınan ilçeler,AKSARAY BELEDİYESİ,,23.541,,3.0,İYI PARTI,1,,,,,
belediye başkanlığı,AKSARAY BELEDİYESİ,,42.769,,1.0,AK PARTI,,EVREN DİNÇER,%36.85,45.253,%40.47,
belediye başkanlığı,AKSARAY BELEDİYESİ,,33.331,,2.0,MHP,,İRFAN ÇITAK,%28.72,44.015,%39.37,
belediye başkanlığı,AKSARAY BELEDİYESİ,,23.541,,3.0,İYI PARTI,,MUSTAFA TUĞRUL KARACAER,%20.29,20.373,%18.22,
belediye başkanlığı,AKSARAY BELEDİYESİ,,9.046,,4.0,CHP,,PELİNSU YILDIRIM DEMİR,%7.79,0,%0.00,
belediye başkanlığı,AKSARAY BELEDİYESİ,,2.809,,5.0,YENIDEN REFAH,,SALİM İÇLİ,%2.42,0,%0.00,
belediye başkanlığı,AKSARAY BELEDİYESİ,,1.104,,6.0,ZAFER PARTISI,,NEVİN YÜCE,%0.95,0,%0.00,
belediye başkanlığı,AKSARAY BELEDİYESİ,,628,,7.0,SAADET,,LEVENT SERDAR ŞAHİN,%0.54,690,%0.62,
belediye başkanlığı,AKSARAY BELEDİYESİ,,531,,8.0,BTP,,VAHİT BELGE,%0.46,228,%0.20,
belediye başkanlığı,AKSARAY BELEDİYESİ,,523,,9.0,DEVA PARTISI,,NECATİ COŞKUNER,%0.45,0,%0.00,
belediye başkanlığı,AKSARAY BELEDİYESİ,,384,,10.0,HÜDA PAR,,NİHAT ÖZDEMİR,%0.33,0,%0.00,
belediye başkanlığı,AKSARAY BELEDİYESİ,,324,,11.0,DEM PARTI,,KIYMET TEMEL,%0.28,0,%0.00,
belediye başkanlığı,AKSARAY BELEDİYESİ,,176,,12.0,TİP,,LEVENT ATASOY,%0.15,0,%0.00,
meclisi alınan ilçeler,AKSARAY BELEDİYESİ,,80.936,,1.0,AK PARTI,4,,,,,
meclisi alınan ilçeler,AKSARAY BELEDİYESİ,,63.070,,2.0,MHP,4,,,,,
il meclisi,AKSARAY BELEDİYESİ,,80.936,,1.0,AK PARTI,,,%36.65,98.840,%44.40,
il meclisi,AKSARAY BELEDİYESİ,,63.070,,2.0,MHP,,,%28.56,75.498,%33.91,
il meclisi,AKSARAY BELEDİYESİ,,30.727,,3.0,İYI PARTI,,,%13.92,24.594,%11.05,
il meclisi,AKSARAY BELEDİYESİ,,19.901,,4.0,CHP,,,%9.01,16.250,%7.30,
il meclisi,AKSARAY BELEDİYESİ,,8.091,,5.0,YENIDEN REFAH,,,%3.66,0,%0.00,
il meclisi,AKSARAY BELEDİYESİ,,4.438,,6.0,BÜYÜK BIRLIK,,,%2.01,2.407,%1.08,
ilce,AKSARAY BELEDİYESİ,,42.769,,1.0,AK PARTI,,EVREN DİNÇER,%36.85,,,MERKEZ
ilce,AKSARAY BELEDİYESİ,,6.593,,2.0,MHP,,AHMET KOYUNCU,%59.19,,,ORTAKÖY
ilce,AKSARAY BELEDİYESİ,,768,,3.0,AK PARTI,,KEMAL SALMAN,%41.76,,,AĞAÇÖREN
ilce,AKSARAY BELEDİYESİ,,549,,4.0,İYI PARTI,,HAZİM TURAN,%32.52,,,GÜZELYURT
ilce,AKSARAY BELEDİYESİ,,980,,5.0,MHP,,DOĞAN MUTLU,%50.00,,,SARIYAHŞİ
ilce,AKSARAY BELEDİYESİ,,5.687,,6.0,AK PARTI,,MUSTAFA ZAVLAK,%50.38,,,ESKİL
ilce,AKSARAY BELEDİYESİ,,1.130,,7.0,MHP,,DOĞAN BAŞBUĞ,%43.73,,,GÜLAĞAÇ
ilce,AKSARAY BELEDİYESİ,,3.891,,8.0,AK PARTI,,FAHRİ SOLAK,%55.17,,,SULTANHANI
şehir,AMASYA BELEDİYESİ,80.596,66.366,63.564,,,,,,,,
belediye başkanlığı alınan ilçeler,AMASYA BELEDİYESİ,,27.352,,1.0,CHP,4,,,,,
belediye başkanlığı alınan ilçeler,AMASYA BELEDİYESİ,,18.405,,2.0,AK PARTI,2,,,,,
belediye başkanlığı alınan ilçeler,AMASYA BELEDİYESİ,,14.618,,3.0,MHP,1,,,,,
belediye başkanlığı,AMASYA BELEDİYESİ,,27.352,,1.0,CHP,,TURGAY SEVİNDİ,%43.03,10.887,%17.25,
belediye başkanlığı,AMASYA BELEDİYESİ,,18.405,,2.0,AK PARTI,,MEHMET UYANIK,%28.96,21.597,%34.21,
belediye başkanlığı,AMASYA BELEDİYESİ,,14.618,,3.0,MHP,,BAYRAM ÇELİK,%23.00,29.847,%47.28,
belediye başkanlığı,AMASYA BELEDİYESİ,,1.455,,4.0,YENIDEN REFAH,,SEMRA SÖKME,%2.29,0,%0.00,
belediye başkanlığı,AMASYA BELEDİYESİ,,461,,5.0,ZAFER PARTISI,,MURAT KÖSE,%0.73,0,%0.00,
belediye başkanlığı,AMASYA BELEDİYESİ,,435,,6.0,İYI PARTI,,ERHAN ÇİGER,%0.68,0,%0.00,
belediye başkanlığı,AMASYA BELEDİYESİ,,215,,7.0,GELECEK PARTISI,,TEVHİDE İLKİM ARPACIOĞLU,%0.34,0,%0.00,
belediye başkanlığı,AMASYA BELEDİYESİ,,132,,8.0,BTP,,ŞÜKRÜ CONKAR,%0.21,46,%0.07,
belediye başkanlığı,AMASYA BELEDİYESİ,,111,,9.0,VATAN PARTISI,,SEFER KILIÇ,%0.17,42,%0.07,
belediye başkanlığı,AMASYA BELEDİYESİ,,96,,10.0,MILLET,,MUSTAFA FARUK ÇINAR,%0.15,0,%0.00,
meclisi alınan ilçeler,AMASYA BELEDİYESİ,,74.588,,1.0,CHP,4,,,,,
meclisi alınan ilçeler,AMASYA BELEDİYESİ,,73.211,,2.0,AK PARTI,2,,,,,
meclisi alınan ilçeler,AMASYA BELEDİYESİ,,42.365,,3.0,MHP,1,,,,,
il meclisi,AMASYA BELEDİYESİ,,74.588,,1.0,CHP,,,%35.13,55.537,%26.02,
il meclisi,AMASYA BELEDİYESİ,,73.211,,2.0,AK PARTI,,,%34.48,86.249,%40.41,
il meclisi,AMASYA BELEDİYESİ,,42.365,,3.0,MHP,,,%19.95,56.428,%26.44,
il meclisi,AMASYA BELEDİYESİ,,7.578,,4.0,YENIDEN REFAH,,,%3.57,0,%0.00,
il meclisi,AMASYA BELEDİYESİ,,6.993,,5.0,İYI PARTI,,,%3.29,10.406,%4.88,
il meclisi,AMASYA BELEDİYESİ,,1.508,,6.0,SAADET,,,%0.71,2.306,%1.08,
il meclisi,AMASYA BELEDİYESİ,,1.243,,7.0,ZAFER PARTISI,,,%0.59,0,%0.00,
il meclisi,AMASYA BELEDİYESİ,,833,,8.0,BÜYÜK BIRLIK,,,%0.39,1.537,%0.72,
il meclisi,AMASYA BELEDİYESİ,,749,,9.0,BTP,,,%0.35,227,%0.11,
il meclisi,AMASYA BELEDİYESİ,,526,,10.0,EMEP,,,%0.25,0,%0.00,
il meclisi,AMASYA BELEDİYESİ,,501,,11.0,SOL PARTI,,,%0.24,0,%0.00,
il meclisi,AMASYA BELEDİYESİ,,431,,12.0,TİP,,,%0.20,0,%0.00,
il meclisi,AMASYA BELEDİYESİ,,343,,13.0,MILLI YOL,,,%0.16,0,%0.00,
il meclisi,AMASYA BELEDİYESİ,,320,,14.0,GELECEK PARTISI,,,%0.15,0,%0.00,
il meclisi,AMASYA BELEDİYESİ,,272,,15.0,MILLET,,,%0.13,0,%0.00,
il meclisi,AMASYA BELEDİYESİ,,211,,16.0,DEVA PARTISI,,,%0.10,0,%0.00,
il meclisi,AMASYA BELEDİYESİ,,192,,17.0,DP,,,%0.09,404,%0.19,
il meclisi,AMASYA BELEDİYESİ,,158,,18.0,VATAN PARTISI,,,%0.07,148,%0.07,
il meclisi,AMASYA BELEDİYESİ,,143,,19.0,HÜDA PAR,,,%0.07,0,%0.00,
il meclisi,AMASYA BELEDİYESİ,,98,,20.0,DEM PARTI,,,%0.05,179,%0.08,
ilce,AMASYA BELEDİYESİ,,27.352,,1.0,CHP,,TURGAY SEVİNDİ,%43.03,,,MERKEZ
ilce,AMASYA BELEDİYESİ,,933,,2.0,AK PARTI,,KEMAL ŞAHİN,%47.82,,,GÖYNÜCEK
ilce,AMASYA BELEDİYESİ,,4.388,,3.0,CHP,,ZEHRA ÖZYOL,%45.58,,,GÜMÜŞHACIKÖY
ilce,AMASYA BELEDİYESİ,,16.433,,4.0,CHP,,ALP KARGI,%43.80,,,MERZİFON
ilce,AMASYA BELEDİYESİ,,11.943,,5.0,MHP,,RİFAT UZUN,%49.18,,,SULUOVA
ilce,AMASYA BELEDİYESİ,,3.203,,6.0,CHP,,ÖMER ÖZALP,%45.86,,,TAŞOVA
ilce,AMASYA BELEDİYESİ,,508,,7.0,AK PARTI,,CİHAN DEMİR,%46.39,,,HAMAMÖZÜ
şehir,ANKARA BÜYÜKŞEHİR BELEDİYESİ,4.304.874,3.417.498,3.307.968,,,,,,,,
belediye başkanlığı alınan ilçeler,ANKARA BÜYÜKŞEHİR BELEDİYESİ,,1.999.281,,1.0,CHP,16,,,,,
belediye başkanlığı alınan ilçeler,ANKARA BÜYÜKŞEHİR BELEDİYESİ,,1.048.076,,2.0,AK PARTI,8,,,,,
belediye başkanlığı alınan ilçeler,ANKARA BÜYÜKŞEHİR BELEDİYESİ,,4.846,,3.0,ADEM CEYLAN,1,,,,,
belediye başkanlığı,ANKARA BÜYÜKŞEHİR BELEDİYESİ,,1.999.281,,1.0,CHP,,MANSUR YAVAŞ,%60.44,1.662.209,%50.93,
belediye başkanlığı,ANKARA BÜYÜKŞEHİR BELEDİYESİ,,1.048.076,,2.0,AK PARTI,,TURGUT ALTINOK,%31.68,1.538.410,%47.14,
belediye başkanlığı,ANKARA BÜYÜKŞEHİR BELEDİYESİ,,103.682,,3.0,YENIDEN REFAH,,SUAT KILIÇ,%3.13,0,%0.00,
belediye başkanlığı,ANKARA BÜYÜKŞEHİR BELEDİYESİ,,49.954,,4.0,ZAFER PARTISI,,HÜSEYİN BARTU SORAL,%1.51,0,%0.00,
belediye başkanlığı,ANKARA BÜYÜKŞEHİR BELEDİYESİ,,30.041,,5.0,İYI PARTI,,CENGİZ TOPEL YILDIRIM,%0.91,0,%0.00,
belediye başkanlığı,ANKARA BÜYÜKŞEHİR BELEDİYESİ,,26.484,,6.0,DEM PARTI,,GÜLTAN KIŞANAK,%0.80,0,%0.00,
belediye başkanlığı,ANKARA BÜYÜKŞEHİR BELEDİYESİ,,14.803,,7.0,SAADET,,CAFER GÜNEŞ,%0.45,34.182,%1.05,
belediye başkanlığı,ANKARA BÜYÜKŞEHİR BELEDİYESİ,,5.382,,8.0,MEMLEKET,,ZAFER BURAK HASAR,%0.16,0,%0.00,
belediye başkanlığı,ANKARA BÜYÜKŞEHİR BELEDİYESİ,,5.041,,9.0,DEVA PARTISI,,CELAL MÜMTAZ AKINCI,%0.15,0,%0.00,
belediye başkanlığı,ANKARA BÜYÜKŞEHİR BELEDİYESİ,,4.937,,10.0,YTP,,SERKAN ÜNVER,%0.15,0,%0.00,
belediye başkanlığı,ANKARA BÜYÜKŞEHİR BELEDİYESİ,,4.033,,11.0,TKP,,ALİ UFUK ARİKAN,%0.12,4.629,%0.14,
belediye başkanlığı,ANKARA BÜYÜKŞEHİR BELEDİYESİ,,4.019,,12.0,HAK-PAR,,FAZLI TAŞKAN,%0.12,0,%0.00,
belediye başkanlığı,ANKARA BÜYÜKŞEHİR BELEDİYESİ,,2.485,,13.0,ANAP,,TUVANA NAZ KETENE,%0.08,0,%0.00,
belediye başkanlığı,ANKARA BÜYÜKŞEHİR BELEDİYESİ,,2.064,,14.0,VATAN PARTISI,,UTKU REYHAN,%0.06,6.238,%0.19,
belediye başkanlığı,ANKARA BÜYÜKŞEHİR BELEDİYESİ,,1.753,,15.0,DSP,,MEHMET SELİM ÇETİN,%0.05,9.706,%0.30,
belediye başkanlığı,ANKARA BÜYÜKŞEHİR BELEDİYESİ,,1.708,,16.0,MILLET,,SALİH KOÇ,%0.05,0,%0.00,
belediye başkanlığı,ANKARA BÜYÜKŞEHİR BELEDİYESİ,,1.131,,17.0,TKH,,FİGEN TOPAL,%0.03,0,%0.00,
belediye başkanlığı,ANKARA BÜYÜKŞEHİR BELEDİYESİ,,980,,18.0,AB PARTI,,ABDULLAH DEMİRYÜREK,%0.03,0,%0.00,
belediye başkanlığı,ANKARA BÜYÜKŞEHİR BELEDİYESİ,,621,,19.0,OCAK,,MURAT YARDIMCI,%0.02,0,%0.00,
meclisi alınan ilçeler,ANKARA BÜYÜKŞEHİR BELEDİYESİ,,1.620.164,,1.0,CHP,16,,,,,
meclisi alınan ilçeler,ANKARA BÜYÜKŞEHİR BELEDİYESİ,,922.554,,2.0,AK PARTI,9,,,,,
il meclisi,ANKARA BÜYÜKŞEHİR BELEDİYESİ,,1.620.164,,1.0,CHP,,,%49.37,1.230.272,%37.87,
il meclisi,ANKARA BÜYÜKŞEHİR BELEDİYESİ,,922.554,,2.0,AK PARTI,,,%28.11,1.332.695,%41.02,
il meclisi,ANKARA BÜYÜKŞEHİR BELEDİYESİ,,157.687,,3.0,YENIDEN REFAH,,,%4.81,0,%0.00,
il meclisi,ANKARA BÜYÜKŞEHİR BELEDİYESİ,,155.213,,4.0,MHP,,,%4.73,231.533,%7.13,
il meclisi,ANKARA BÜYÜKŞEHİR BELEDİYESİ,,124.158,,5.0,ZAFER PARTISI,,,%3.78,0,%0.00,
il meclisi,ANKARA BÜYÜKŞEHİR BELEDİYESİ,,94.964,,6.0,İYI PARTI,,,%2.89,234.948,%7.23,
il meclisi,ANKARA BÜYÜKŞEHİR BELEDİYESİ,,43.278,,7.0,BÜYÜK BIRLIK,,,%1.32,68.096,%2.10,
il meclisi,ANKARA BÜYÜKŞEHİR BELEDİYESİ,,32.089,,8.0,DEM PARTI,,,%0.98,36.546,%1.12,
il meclisi,ANKARA BÜYÜKŞEHİR BELEDİYESİ,,26.167,,9.0,TİP,,,%0.80,0,%0.00,
il meclisi,ANKARA BÜYÜKŞEHİR BELEDİYESİ,,24.971,,10.0,SAADET,,,%0.76,65.839,%2.03,
il meclisi,ANKARA BÜYÜKŞEHİR BELEDİYESİ,,13.246,,11.0,DEVA PARTISI,,,%0.40,0,%0.00,
il meclisi,ANKARA BÜYÜKŞEHİR BELEDİYESİ,,10.410,,12.0,BTP,,,%0.32,6.837,%0.21,
il meclisi,ANKARA BÜYÜKŞEHİR BELEDİYESİ,,8.659,,13.0,MEMLEKET,,,%0.26,0,%0.00,
il meclisi,ANKARA BÜYÜKŞEHİR BELEDİYESİ,,7.150,,14.0,TKP,,,%0.22,10.370,%0.32,
il meclisi,ANKARA BÜYÜKŞEHİR BELEDİYESİ,,3.972,,15.0,EMEP,,,%0.12,0,%0.00,
il meclisi,ANKARA BÜYÜKŞEHİR BELEDİYESİ,,3.895,,16.0,ANAP,,,%0.12,0,%0.00,
il meclisi,ANKARA BÜYÜKŞEHİR BELEDİYESİ,,3.817,,17.0,HÜDA PAR,,,%0.12,0,%0.00,
il meclisi,ANKARA BÜYÜKŞEHİR BELEDİYESİ,,3.483,,18.0,YTP,,,%0.11,0,%0.00,
il meclisi,ANKARA BÜYÜKŞEHİR BELEDİYESİ,,3.405,,19.0,SOL PARTI,,,%0.10,0,%0.00,
il meclisi,ANKARA BÜYÜKŞEHİR BELEDİYESİ,,3.390,,20.0,VATAN PARTISI,,,%0.10,7.389,%0.23,
il meclisi,ANKARA BÜYÜKŞEHİR BELEDİYESİ,,3.282,,21.0,MILLET,,,%0.10,0,%0.00,
ilce,ANKARA BÜYÜKŞEHİR BELEDİYESİ,,99.576,,1.0,AK PARTI,,VEYSEL TİRYAKİ,%47.26,,,ALTINDAĞ
ilce,ANKARA BÜYÜKŞEHİR BELEDİYESİ,,4.735,,2.0,CHP,,İZZET DEMİRCİOĞLU,%43.29,,,AYAŞ
ilce,ANKARA BÜYÜKŞEHİR BELEDİYESİ,,7.621,,3.0,AK PARTI,,AHMET BURAN,%40.17,,,BALA
ilce,ANKARA BÜYÜKŞEHİR BELEDİYESİ,,15.283,,4.0,CHP,,ÖZER KASAP,%48.53,,,BEYPAZARI
ilce,ANKARA BÜYÜKŞEHİR BELEDİYESİ,,4.846,,5.0,ADEM CEYLAN,,ADEM CEYLAN,%49.56,,,ÇAMLIDERE
ilce,ANKARA BÜYÜKŞEHİR BELEDİYESİ,,366.862,,6.0,CHP,,HÜSEYİN CAN GÜNER,%65.26,,,ÇANKAYA
ilce,ANKARA BÜYÜKŞEHİR BELEDİYESİ,,23.714,,7.0,AK PARTI,,BAKİ DEMİRBAŞ,%43.27,,,ÇUBUK
ilce,ANKARA BÜYÜKŞEHİR BELEDİYESİ,,15.539,,8.0,CHP,,ADEM BARIŞ AŞKIN,%53.79,,,ELMADAĞ
ilce,ANKARA BÜYÜKŞEHİR BELEDİYESİ,,3.647,,9.0,CHP,,MEHMET DOĞANAY,%55.70,,,GÜDÜL
ilce,ANKARA BÜYÜKŞEHİR BELEDİYESİ,,9.599,,10.0,CHP,,LEVENT KOÇ,%49.52,,,HAYMANA
ilce,ANKARA BÜYÜKŞEHİR BELEDİYESİ,,4.598,,11.0,CHP,,SATILMIŞ KARAKOÇ,%50.09,,,KALECİK
ilce,ANKARA BÜYÜKŞEHİR BELEDİYESİ,,9.808,,12.0,AK PARTI,,SÜLEYMAN ACAR,%44.59,,,KIZILCAHAMAM
ilce,ANKARA BÜYÜKŞEHİR BELEDİYESİ,,9.722,,13.0,CHP,,ERTUNÇ GÜNGÖR,%53.58,,,NALLIHAN
ilce,ANKARA BÜYÜKŞEHİR BELEDİYESİ,,33.715,,14.0,CHP,,MÜRSEL YILDIZKAYA,%47.91,,,POLATLI
ilce,ANKARA BÜYÜKŞEHİR BELEDİYESİ,,11.700,,15.0,CHP,,MUSTAFA KOÇAK,%60.27,,,ŞEREFLİKOÇHİSAR
ilce,ANKARA BÜYÜKŞEHİR BELEDİYESİ,,241.590,,16.0,CHP,,FETHİ YAŞAR,%59.14,,,YENİMAHALLE
ilce,ANKARA BÜYÜKŞEHİR BELEDİYESİ,,39.457,,17.0,CHP,,YAKUP ODABAŞI,%44.33,,,GÖLBAŞI
ilce,ANKARA BÜYÜKŞEHİR BELEDİYESİ,,245.460,,18.0,CHP,,MESUT ÖZARSLAN,%47.96,,,KEÇİÖREN
ilce,ANKARA BÜYÜKŞEHİR BELEDİYESİ,,199.753,,19.0,CHP,,VELİ GÜNDÜZ ŞAHİN,%52.91,,,MAMAK
ilce,ANKARA BÜYÜKŞEHİR BELEDİYESİ,,132.867,,20.0,AK PARTI,,MURAT ERCAN,%43.87,,,SİNCAN
ilce,ANKARA BÜYÜKŞEHİR BELEDİYESİ,,17.633,,21.0,CHP,,SELİM ÇIRPANOĞLU,%49.55,,,KAHRAMANKAZAN
ilce,ANKARA BÜYÜKŞEHİR BELEDİYESİ,,12.111,,22.0,AK PARTI,,HİLAL AYIK,%50.20,,,AKYURT
ilce,ANKARA BÜYÜKŞEHİR BELEDİYESİ,,203.000,,23.0,CHP,,ERDAL BEŞİKCİOĞLU,%56.62,,,ETİMESGUT
ilce,ANKARA BÜYÜKŞEHİR BELEDİYESİ,,963,,24.0,AK PARTI,,HÜSAMETTİN ÜNSAL,%43.65,,,EVREN
ilce,ANKARA BÜYÜKŞEHİR BELEDİYESİ,,47.429,,25.0,AK PARTI,,ERTUĞRUL ÇETİN,%53.96,,,PURSAKLAR
şehir,ANTALYA BÜYÜKŞEHİR BELEDİYESİ,1.925.935,1.511.325,1.451.269,,,,,,,,
belediye başkanlığı alınan ilçeler,ANTALYA BÜYÜKŞEHİR BELEDİYESİ,,706.877,,1.0,CHP,16,,,,,
belediye başkanlığı alınan ilçeler,ANTALYA BÜYÜKŞEHİR BELEDİYESİ,,580.891,,2.0,AK PARTI,2,,,,,
belediye başkanlığı alınan ilçeler,ANTALYA BÜYÜKŞEHİR BELEDİYESİ,,8.423,,3.0,DP,1,,,,,
belediye başkanlığı,ANTALYA BÜYÜKŞEHİR BELEDİYESİ,,706.877,,1.0,CHP,,MUHİTTİN BÖCEK,%48.71,714.302,%50.62,
belediye başkanlığı,ANTALYA BÜYÜKŞEHİR BELEDİYESİ,,580.891,,2.0,AK PARTI,,HAKAN TÜTÜNCÜ,%40.03,652.882,%46.27,
belediye başkanlığı,ANTALYA BÜYÜKŞEHİR BELEDİYESİ,,45.070,,3.0,DEM PARTI,,KEMAL BÜLBÜL,%3.11,0,%0.00,
belediye başkanlığı,ANTALYA BÜYÜKŞEHİR BELEDİYESİ,,38.876,,4.0,İYI PARTI,,NESRİN ÜNAL,%2.68,0,%0.00,
belediye başkanlığı,ANTALYA BÜYÜKŞEHİR BELEDİYESİ,,24.128,,5.0,ZAFER PARTISI,,OĞUZ ERSÖZ,%1.66,0,%0.00,
belediye başkanlığı,ANTALYA BÜYÜKŞEHİR BELEDİYESİ,,17.123,,6.0,YENIDEN REFAH,,ÜMİT ÖZKURT,%1.18,0,%0.00,
belediye başkanlığı,ANTALYA BÜYÜKŞEHİR BELEDİYESİ,,8.423,,7.0,DP,,HASAN HÜSEYİN ATAŞOĞLU,%0.58,8.073,%0.57,
belediye başkanlığı,ANTALYA BÜYÜKŞEHİR BELEDİYESİ,,6.271,,8.0,SAADET,,ERSAN BİLGİN,%0.43,13.601,%0.96,
belediye başkanlığı,ANTALYA BÜYÜKŞEHİR BELEDİYESİ,,4.690,,9.0,BTP,,MEHMET İLTEBER BAHADIR,%0.32,2.071,%0.15,
belediye başkanlığı,ANTALYA BÜYÜKŞEHİR BELEDİYESİ,,2.809,,10.0,TKP,,NAZLI ECE MUTLU,%0.19,2.135,%0.15,
belediye başkanlığı,ANTALYA BÜYÜKŞEHİR BELEDİYESİ,,2.318,,11.0,DEVA PARTISI,,KIVANÇ ÇETİNKAYA,%0.16,0,%0.00,
belediye başkanlığı,ANTALYA BÜYÜKŞEHİR BELEDİYESİ,,2.279,,12.0,EMEP,,ELİF BİLEN TAŞ,%0.16,0,%0.00,
belediye başkanlığı,ANTALYA BÜYÜKŞEHİR BELEDİYESİ,,1.992,,13.0,HÜDA PAR,,ABDULBAKİ ÖZDEMİR,%0.14,0,%0.00,
belediye başkanlığı,ANTALYA BÜYÜKŞEHİR BELEDİYESİ,,1.369,,14.0,DSP,,HAKAN ŞAKLAR,%0.09,13.477,%0.96,
belediye başkanlığı,ANTALYA BÜYÜKŞEHİR BELEDİYESİ,,1.251,,15.0,VATAN PARTISI,,SERDAR ÜSKÜPLÜ,%0.09,3.711,%0.26,
meclisi alınan ilçeler,ANTALYA BÜYÜKŞEHİR BELEDİYESİ,,667.460,,1.0,CHP,16,,,,,
meclisi alınan ilçeler,ANTALYA BÜYÜKŞEHİR BELEDİYESİ,,394.071,,2.0,AK PARTI,3,,,,,
il meclisi,ANTALYA BÜYÜKŞEHİR BELEDİYESİ,,667.460,,1.0,CHP,,,%46.38,530.591,%37.89,
il meclisi,ANTALYA BÜYÜKŞEHİR BELEDİYESİ,,394.071,,2.0,AK PARTI,,,%27.39,481.039,%34.35,
il meclisi,ANTALYA BÜYÜKŞEHİR BELEDİYESİ,,89.105,,3.0,İYI PARTI,,,%6.19,131.831,%9.41,
il meclisi,ANTALYA BÜYÜKŞEHİR BELEDİYESİ,,85.688,,4.0,MHP,,,%5.95,126.348,%9.02,
il meclisi,ANTALYA BÜYÜKŞEHİR BELEDİYESİ,,41.388,,5.0,DEM PARTI,,,%2.88,19.544,%1.40,
il meclisi,ANTALYA BÜYÜKŞEHİR BELEDİYESİ,,35.587,,6.0,ZAFER PARTISI,,,%2.47,0,%0.00,
il meclisi,ANTALYA BÜYÜKŞEHİR BELEDİYESİ,,23.922,,7.0,YENIDEN REFAH,,,%1.66,0,%0.00,
il meclisi,ANTALYA BÜYÜKŞEHİR BELEDİYESİ,,21.788,,8.0,DP,,,%1.51,16.389,%1.17,
il meclisi,ANTALYA BÜYÜKŞEHİR BELEDİYESİ,,12.588,,9.0,BÜYÜK BIRLIK,,,%0.87,15.748,%1.12,
il meclisi,ANTALYA BÜYÜKŞEHİR BELEDİYESİ,,10.131,,10.0,TİP,,,%0.70,0,%0.00,
il meclisi,ANTALYA BÜYÜKŞEHİR BELEDİYESİ,,9.562,,11.0,SAADET,,,%0.66,25.191,%1.80,
il meclisi,ANTALYA BÜYÜKŞEHİR BELEDİYESİ,,6.311,,12.0,BTP,,,%0.44,736,%0.05,
il meclisi,ANTALYA BÜYÜKŞEHİR BELEDİYESİ,,4.185,,13.0,DEVA PARTISI,,,%0.29,0,%0.00,
ilce,ANTALYA BÜYÜKŞEHİR BELEDİYESİ,,3.758,,1.0,CHP,,İLKAY AKCA,%46.35,,,AKSEKİ
ilce,ANTALYA BÜYÜKŞEHİR BELEDİYESİ,,79.893,,2.0,CHP,,OSMAN TARIK ÖZÇELİK,%45.50,,,ALANYA
ilce,ANTALYA BÜYÜKŞEHİR BELEDİYESİ,,14.686,,3.0,CHP,,HALİL ÖZTÜRK,%54.71,,,ELMALI
ilce,ANTALYA BÜYÜKŞEHİR BELEDİYESİ,,14.431,,4.0,CHP,,MUSTAFA GEYİKÇİ,%46.83,,,FİNİKE
ilce,ANTALYA BÜYÜKŞEHİR BELEDİYESİ,,17.710,,5.0,CHP,,MEHMETALİ YILMAZ,%50.36,,,GAZİPAŞA
ilce,ANTALYA BÜYÜKŞEHİR BELEDİYESİ,,2.394,,6.0,AK PARTI,,ALİ GÜLEN,%41.02,,,GÜNDOĞMUŞ
ilce,ANTALYA BÜYÜKŞEHİR BELEDİYESİ,,21.569,,7.0,CHP,,EROL DEMİRHAN,%53.59,,,KAŞ
ilce,ANTALYA BÜYÜKŞEHİR BELEDİYESİ,,18.261,,8.0,CHP,,SANİYE CARAN,%47.15,,,KORKUTELİ
ilce,ANTALYA BÜYÜKŞEHİR BELEDİYESİ,,19.824,,9.0,DP,,MESUT AVCIOĞLU,%42.62,,,KUMLUCA
ilce,ANTALYA BÜYÜKŞEHİR BELEDİYESİ,,64.219,,10.0,CHP,,NİYAZİ NEFİ KARA,%44.95,,,MANAVGAT
ilce,ANTALYA BÜYÜKŞEHİR BELEDİYESİ,,34.468,,11.0,CHP,,KADİR KUMBUL,%42.35,,,SERİK
ilce,ANTALYA BÜYÜKŞEHİR BELEDİYESİ,,5.675,,12.0,CHP,,FAHRİ DURAN,%30.57,,,DEMRE
ilce,ANTALYA BÜYÜKŞEHİR BELEDİYESİ,,1.524,,13.0,AK PARTI,,HATİCE SEKMEN,%54.76,,,İBRADI
ilce,ANTALYA BÜYÜKŞEHİR BELEDİYESİ,,12.485,,14.0,CHP,,NECATİ TOPALOĞLU,%47.31,,,KEMER
ilce,ANTALYA BÜYÜKŞEHİR BELEDİYESİ,,138.026,,15.0,CHP,,MESUT KOCAGÖZ,%44.18,,,KEPEZ
ilce,ANTALYA BÜYÜKŞEHİR BELEDİYESİ,,49.995,,16.0,CHP,,CEM KOTAN,%53.77,,,KONYAALTI
ilce,ANTALYA BÜYÜKŞEHİR BELEDİYESİ,,167.512,,17.0,CHP,,ÜMİT UYSAL,%62.31,,,MURATPAŞA
ilce,ANTALYA BÜYÜKŞEHİR BELEDİYESİ,,24.646,,18.0,CHP,,İSA YILDIRIM,%54.75,,,AKSU
ilce,ANTALYA BÜYÜKŞEHİR BELEDİYESİ,,20.605,,19.0,CHP,,MENDERES DAL,%43.77,,,DÖŞEMEALTI
şehir,ARDAHAN BELEDİYESİ,15.238,11.845,11.205,,,,,,,,
